time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1999-08-19T13:04:12.540Z,40.619,30.769,10,4.7,mb,,,,1.22,us,usp0009dat,2014-11-07T01:08:17.593Z,"western Turkey",earthquake,,,,59,reviewed,us,us
1999-08-17T10:46:41.310Z,40.711,29.942,10,4.5,mb,,,,0.68,us,usp0009d72,2014-11-07T01:08:17.167Z,"western Turkey",earthquake,,,,1,reviewed,us,us
1999-08-17T09:02:09.700Z,40.741,31.23,10,4.6,mb,,,,1.17,us,usp0009d6w,2014-11-07T01:08:17.142Z,"western Turkey",earthquake,,,,55,reviewed,us,us
1999-08-17T06:35:19.030Z,40.674,30.651,10,4.6,mb,,,,0.97,us,usp0009d6n,2014-11-07T01:08:17.124Z,"western Turkey",earthquake,,,,5,reviewed,us,us
1999-08-17T06:28:00.570Z,40.841,31.218,10,4.6,mb,,,,1.22,us,usp0009d6k,2014-11-07T01:08:17.114Z,"western Turkey",earthquake,,,,40,reviewed,us,us
1999-08-17T05:10:08.440Z,40.845,30.347,10,4.6,mb,,,,1.05,us,usp0009d6b,2014-11-07T01:08:17.089Z,"western Turkey",earthquake,,,,60,reviewed,us,us
1999-08-17T04:20:16.750Z,40.585,30.466,10,4.5,mb,,,,1.24,us,usp0009d63,2014-11-07T01:08:17.049Z,"western Turkey",earthquake,,,,42,reviewed,us,us
1999-08-17T03:14:00.370Z,40.616,30.688,10,5.1,mb,,,,1.03,us,usp0009d5w,2014-11-07T01:08:17.012Z,"western Turkey",earthquake,,,,91,reviewed,us,us
1999-08-17T02:50:45.430Z,40.715,30.113,10,4.9,mb,,,,1.08,us,usp0009d5t,2014-11-07T01:08:16.989Z,"western Turkey",earthquake,,,,57,reviewed,us,us
1999-08-17T02:42:55.470Z,40.561,30.648,10,4.8,mb,,,,1.14,us,usp0009d5s,2014-11-07T01:08:16.974Z,"western Turkey",earthquake,,,,77,reviewed,us,us
1999-08-17T02:34:53.190Z,40.643,30.708,10,4.5,mb,,,,1.23,us,usp0009d5r,2014-11-07T01:08:16.967Z,"western Turkey",earthquake,,,,34,reviewed,us,us
1999-08-17T01:33:07.400Z,40.648,29.117,10,4.6,mb,,,,1.32,us,usp0009d5e,2014-11-07T01:08:16.938Z,"western Turkey",earthquake,,,,41,reviewed,us,us
1999-08-17T01:07:52.060Z,40.7,30.018,10,4.6,mb,,,,1.13,us,usp0009d5c,2014-11-07T01:08:16.920Z,"western Turkey",earthquake,,,,58,reviewed,us,us
1999-08-17T00:21:05.490Z,40.653,30.435,10,4.6,mb,,,,1.02,us,usp0009d54,2014-11-07T01:08:16.900Z,"western Turkey",earthquake,,,,15,reviewed,us,us
1999-08-17T00:16:26.150Z,40.741,29.97,10,5,mb,,,,1.3,us,usp0009d53,2014-11-07T01:08:16.895Z,"western Turkey",earthquake,,,,38,reviewed,us,us
1999-08-17T00:15:17.720Z,40.648,30.751,10,4.9,mb,,,,1.45,us,usp0009d52,2014-11-07T01:08:16.893Z,"western Turkey",earthquake,,,,12,reviewed,us,us
1999-08-17T00:01:39.130Z,40.748,29.864,17,7.6,mwc,,,,1.27,us,usp0009d4z,2018-10-17T17:10:43.080Z,"western Turkey",earthquake,,,,,reviewed,us,hrv
1995-04-18T05:36:01.970Z,40.856,27.707,10,4.5,mb,,,,1.1,us,usp0006vup,2014-11-07T00:57:43.385Z,"western Turkey",earthquake,,,,41,reviewed,us,us
1995-04-13T04:08:01.620Z,40.856,27.672,23.6,4.7,mb,,,,1,us,usp0006vjv,2014-11-07T00:57:41.575Z,"western Turkey",earthquake,,,,65,reviewed,us,us
1995-02-08T21:24:53.520Z,40.822,27.774,23.3,4.5,mb,,,,0.9,us,usp0006skp,2014-11-07T00:57:18.254Z,"western Turkey",earthquake,,2.8,,23,reviewed,us,us
1993-12-12T17:21:26.200Z,41.514,28.823,27.6,4.8,mb,,,,1,us,usp000651y,2014-11-07T00:54:35.524Z,"western Turkey",earthquake,,,,20,reviewed,us,us
1992-03-22T16:52:24.260Z,40.186,28.34,19.1,4.8,mb,,,,1.1,us,usp00054pg,2014-11-07T00:50:18.182Z,"western Turkey",earthquake,,,,60,reviewed,us,us
1991-03-08T09:23:13.110Z,40.828,27.892,11.3,4.5,mb,,,,0.8,us,usp0004ntg,2014-11-07T00:48:10.502Z,"western Turkey",earthquake,,1.8,,1,reviewed,us,us
1991-03-03T08:39:26.480Z,40.623,29.017,21,4.5,mb,,,,1.1,us,usp0004nme,2014-11-07T00:48:09.109Z,"western Turkey",earthquake,,2.4,,35,reviewed,us,us
1991-02-12T09:54:58.390Z,40.816,28.878,10,4.8,mb,,,,1.3,us,usp0004muy,2014-11-07T00:47:59.522Z,"western Turkey",earthquake,,,,43,reviewed,us,us
1988-04-24T20:49:33.600Z,40.857,28.227,15.6,5.3,mw,,,,1.2,us,usp0003fax,2016-11-09T22:22:25.234Z,"western Turkey",earthquake,,3.1,,,reviewed,us,hrv
1988-01-01T12:21:51.540Z,40.124,29.24,10,4.5,mb,,,,1,us,usp0003bqg,2014-11-07T00:41:27.186Z,"western Turkey",earthquake,,,,1,reviewed,us,us
1986-05-15T18:13:56.190Z,40.718,27.572,10,4.6,mb,,,,0.7,us,usp0002u1x,2014-11-07T00:38:23.929Z,"western Turkey",earthquake,,,,1,reviewed,us,us
1985-09-14T15:23:09.510Z,40.752,29.163,11.1,4.7,mb,,,,0.5,us,usp0002jrz,2014-11-07T00:37:10.154Z,"western Turkey",earthquake,,6.4,,1,reviewed,us,us
1984-10-28T08:17:57.210Z,40.061,29.352,10,4.8,mb,,,,0.7,us,usp00028k6,2014-11-07T00:35:36.871Z,"western Turkey",earthquake,,,,1,reviewed,us,us
1984-01-30T05:58:25.480Z,40.47,27.482,10,4.5,mb,,,,1.5,us,usp00021nx,2014-11-07T00:34:24.956Z,"western Turkey",earthquake,,,,2,reviewed,us,us
1983-11-02T22:53:09.270Z,40.136,29.377,10,4.5,mb,,,,1.1,us,usp0001zgq,2014-11-07T00:34:03.939Z,"western Turkey",earthquake,,,,32,reviewed,us,us
1983-10-21T20:34:49.130Z,40.127,29.377,13.9,5.1,mb,,,,1.1,us,usp0001z4r,2017-04-26T17:37:07.847Z,"western Turkey",earthquake,,1,,57,reviewed,us,us
1983-07-05T12:01:27.380Z,40.324,27.222,10,6.1,ms,,,,1.2,us,usp0001wk7,2017-04-26T17:36:38.916Z,"western Turkey",earthquake,,,,2,reviewed,us,us
1983-02-01T13:54:11.350Z,40.179,28.958,10,4.8,mb,,,,1.1,us,usp0001ssj,2014-11-07T00:32:36.535Z,"western Turkey",earthquake,,,,1,reviewed,us,us
1982-07-12T14:46:13.740Z,41.036,27.702,27.8,4.5,mb,,,,1.4,us,usp0001ncs,2014-11-07T00:31:36.759Z,"western Turkey",earthquake,,7.4,,7,reviewed,us,us
1982-06-09T04:13:39.070Z,40.435,28.852,10,4.5,mb,,,,1.5,us,usp0001msv,2014-11-07T00:31:26.423Z,"western Turkey",earthquake,,,,15,reviewed,us,us
1981-12-26T17:53:35.920Z,40.124,28.716,10,4.6,mb,,,,1,us,usp0001hp9,2014-11-07T00:30:33.598Z,"western Turkey",earthquake,,,,19,reviewed,us,us
1981-07-23T16:35:29.050Z,40.211,28.928,14.8,4.5,mb,,,,0.8,us,usp0001ewe,2014-11-07T00:29:49.041Z,"western Turkey",earthquake,,1.5,,1,reviewed,us,us
1981-03-12T04:05:59.180Z,40.801,28.109,10,5,ms,,,,1.2,us,usp0001cnj,2014-11-07T00:29:04.020Z,"western Turkey",earthquake,,,,1,reviewed,us,us
1976-09-15T03:36:40.300Z,40.493,27.482,10,4.5,mb,,,,,us,usp0000jdk,2014-11-06T23:21:37.201Z,"western Turkey",earthquake,,,,,reviewed,us,us
1969-03-03T00:59:13.000Z,40.028,27.572,15,5.8,mw,,,,,iscgem,iscgem810456,2015-05-13T18:53:02.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1967-07-30T01:31:03.000Z,40.764,30.609,15,5.7,mw,,,,,iscgem,iscgem833888,2017-04-13T21:42:49.996Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1967-07-22T16:57:00.000Z,40.751,30.8,30,7.4,mw,,,,,iscgem,iscgem833573,2017-04-26T17:23:16.550Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1964-10-06T14:31:25.000Z,40.203,28.206,27.4,6.8,mw,,,,,iscgem,iscgem863310,2017-04-13T21:40:42.459Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1963-09-18T16:58:14.000Z,40.698,29.159,30,6.2,mw,,,,,iscgem,iscgem873085,2015-05-13T18:52:57.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1959-07-26T17:07:05.000Z,40.78,27.715,15,5.5,mw,,,,,iscgem,iscgem882528,2015-05-13T18:52:53.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1959-04-02T04:34:28.000Z,40.527,29.413,15,5.2,mw,,,,,iscgemsup,iscgemsup881699,2015-07-13T17:02:23.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-10-24T02:33:14.000Z,40.043,29.91,15,5.3,mw,,,,,iscgemsup,iscgemsup887416,2015-07-13T17:02:23.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-06-02T01:12:00.000Z,40.715,30.968,15,5.3,mw,,,,,iscgemsup,iscgemsup886650,2015-07-13T17:02:23.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-06-01T21:08:16.000Z,40.757,31.048,15,5.2,mw,,,,,iscgemsup,iscgemsup886648,2015-07-13T17:02:23.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-06-01T05:26:55.000Z,40.773,30.976,15,5.5,mw,,,,,iscgem,iscgem886644,2015-05-13T18:52:51.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-05-29T10:17:46.000Z,40.799,30.777,15,5.4,mw,,,,,iscgemsup,iscgemsup886629,2015-07-13T17:02:23.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-05-27T11:01:31.000Z,40.701,30.992,15,5.8,mw,,,,,iscgem,iscgem886613,2015-05-13T18:52:51.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-05-26T09:36:38.000Z,40.62,30.86,15,6,mw,,,,,iscgem,iscgem886606,2015-05-13T18:52:51.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-05-26T08:54:49.000Z,40.641,30.854,15,5.6,mw,,,,,iscgem,iscgem886603,2015-05-13T18:52:51.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1957-05-26T06:33:37.000Z,40.73,31.09,25,7.1,mw,,,,,iscgem,iscgem886602,2015-05-13T18:52:51.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1953-06-18T05:44:12.000Z,41.767,26.636,35,5.5,mw,,,,,iscgem,iscgem891762,2015-05-13T18:52:48.000Z,"Bulgaria-Greece-Turkey border region",earthquake,,,,,automatic,iscgem,iscgem
1953-06-03T16:05:33.000Z,40.321,28.532,35,5.7,mw,,,,,iscgem,iscgem891723,2015-05-13T18:52:48.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1953-03-19T12:53:43.000Z,40.223,28.069,20,5.4,mw,,,,,iscgemsup,iscgemsup891568,2015-07-13T17:02:23.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1953-03-18T19:06:17.000Z,40.175,27.648,10,7.3,mw,,,,,iscgem,iscgem891561,2015-05-13T18:52:48.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1952-03-13T06:30:00.000Z,40.811,28.06,15,5.4,mw,,,,,iscgemsup,iscgemsup892627,2015-07-13T17:02:23.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1951-09-15T22:52:11.000Z,40.112,27.897,15,5.5,mw,,,,,iscgem,iscgem894701,2015-05-13T18:52:46.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1935-01-04T16:20:07.000Z,40.667,27.5,10,6.3,mw,,,,,iscgem,iscgem904023,2015-05-13T18:52:43.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1935-01-04T14:41:31.000Z,40.652,27.481,15,6.4,mw,,,,,iscgem,iscgem904020,2015-05-13T18:52:43.000Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1912-08-09T01:29:03.000Z,40.638,27.023,15,7.1,mw,,,,,iscgem,iscgem16958205,2019-12-23T20:28:32.955Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
